old_url,mechanizam,url_u_browseru,servira_se,http_status,napomena
"https://dermotin.co/checkouts/immunis-kapi","REWRITE (URL ostaje isti)","/checkouts/immunis-kapi","/rs/checkouts/immunis-kapi","200",""
"https://dermotin.co/checkouts/smania-copy","REDIRECT 301","/rs","/rs","200",""
"https://dermotin.co/checkouts/wfacp_preview1","REDIRECT 301","/rs","/rs","200",""
"https://dermotin.co/elementor-hf/elementor-43076","REDIRECT 301","/rs","/rs","200",""
"https://dermotin.co/elementor-hf/footer-redizajniran-paki","REDIRECT 301","/rs","/rs","200",""
"https://dermotin.co/elementor-hf/header","REDIRECT 301","/rs","/rs","200",""
"https://dermotin.co/elementskit-content/dynamic-content-widget-6c91da9-8a51bc8","REDIRECT 301","/rs","/rs","200",""
"https://dermotin.co/elementskit-content/dynamic-content-widget-popup-5665e86","REDIRECT 301","/rs","/rs","200",""
"https://dermotin.co/hr/pocetna-2","REDIRECT 301","/rs","/rs","200",""
"https://dermotin.co/kontakt","REDIRECT 301","/rs/contact","/rs/contact","200",""
"https://dermotin.co/me/cart","REDIRECT 301","/me/checkout","/me/checkout","200",""
"https://dermotin.co/me/cesta-pitanja","REDIRECT 301","/me","/me","200",""
"https://dermotin.co/me/checkout","nativno (ruta postoji i na novom sajtu)","/me/checkout","/me/checkout","200",""
"https://dermotin.co/me/checkouts/biomelis","nativno (ruta postoji i na novom sajtu)","/me/checkouts/biomelis","/me/checkouts/biomelis","200",""
"https://dermotin.co/me/checkouts/bioroid","REDIRECT 301","/me/products","/me/products","200","bioroid nije u ME katalogu novog sajta. PREPORUKA: dodati bioroid u me/products.ts ako se prodaje u CG."
"https://dermotin.co/me/checkouts/biowart","nativno (ruta postoji i na novom sajtu)","/me/checkouts/biowart","/me/checkouts/biowart","200",""
"https://dermotin.co/me/checkouts/biowart-v3","REWRITE (URL ostaje isti)","/me/checkouts/biowart-v3","/me/checkouts/biowart","200",""
"https://dermotin.co/me/checkouts/fungel","nativno (ruta postoji i na novom sajtu)","/me/checkouts/fungel","/me/checkouts/fungel","200",""
"https://dermotin.co/me/checkouts/fungomax","nativno (ruta postoji i na novom sajtu)","/me/checkouts/fungomax","/me/checkouts/fungomax","200",""
"https://dermotin.co/me/checkouts/wfacp_preview1-2","REDIRECT 301","/me","/me","200",""
"https://dermotin.co/me/elementor-hf/footer-novi-footer","REDIRECT 301","/me","/me","200",""
"https://dermotin.co/me/elementor-hf/footer-redizajniran-paki-me","REDIRECT 301","/me","/me","200",""
"https://dermotin.co/me/elementor-hf/header","REDIRECT 301","/me","/me","200",""
"https://dermotin.co/me/kontakt","REDIRECT 301","/me/contact","/me/contact","200",""
"https://dermotin.co/me/pocetna-crnogorski","REDIRECT 301","/me","/me","200",""
"https://dermotin.co/me/politika-privatnosti","REDIRECT 301","/me","/me","200","Pravni sadrzaj je na novom sajtu u footer modalima."
"https://dermotin.co/me/product-category/nekategorizovano-me","REDIRECT 301","/me/products","/me/products","200",""
"https://dermotin.co/me/product/biomelis","REWRITE (URL ostaje isti)","/me/product/biomelis","/me/products/biomelis","200",""
"https://dermotin.co/me/product/bioroid","REDIRECT 301","/me/products","/me/products","200","bioroid nije u ME katalogu novog sajta."
"https://dermotin.co/me/product/biowart","REWRITE (URL ostaje isti)","/me/product/biowart","/me/products/biowart","200",""
"https://dermotin.co/me/product/fungel","REWRITE (URL ostaje isti)","/me/product/fungel","/me/products/fungel","200",""
"https://dermotin.co/me/product/fungomax","REWRITE (URL ostaje isti)","/me/product/fungomax","/me/products/fungomax","200",""
"https://dermotin.co/me/shop","REDIRECT 301","/me/products","/me/products","200",""
"https://dermotin.co/me/uslovi-koriscenja","REDIRECT 301","/me","/me","200","Pravni sadrzaj je na novom sajtu u footer modalima."
"https://dermotin.co/offer/akcija-1-1-3-2","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/offer/akcija-1-1-3-3","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/offer/akcija-1-1-3-4","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/offer/akcija-1-1-3-5","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/offer/akcija-1-1-3-6","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/offer/akcija-1-1-3-7","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/offer/akcija-1-1-3-8","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/offer/bioroid-kapi","REDIRECT 301","/rs/checkouts/bioroid-kapi","/rs/checkouts/bioroid-kapi","200",""
"https://dermotin.co/offer/crn","REDIRECT 301","/me/products","/me/products","200",""
"https://dermotin.co/offer/immunis-kapi","REDIRECT 301","/rs/checkouts/immunis-kapi","/rs/checkouts/immunis-kapi","200",""
"https://dermotin.co/offer/immunis-kapi-2","REDIRECT 301","/rs/checkouts/immunis-kapi","/rs/checkouts/immunis-kapi","200",""
"https://dermotin.co/order-confirmed/hvala-na-porudzbini","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/hvala-na-porudzbini-ba","REDIRECT 301","/ba/thank-you","/ba/thank-you","200",""
"https://dermotin.co/order-confirmed/hvala-na-porudzbini-copy","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-bg-copy","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-bg-copy-2","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-10","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-16","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-2","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-20","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-24","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-3","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-4","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-5","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-6","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-7","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-8","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-9","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-10","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-11","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-12","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-2","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-3","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-4","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-5","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-6","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-7","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-8","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/order-confirmed/thank-you-page-copy-9","REDIRECT 301","/rs/thank-you","/rs/thank-you","200",""
"https://dermotin.co/politika-privatnosti","REDIRECT 301","/rs","/rs","200","Pravni sadrzaj je na novom sajtu u footer modalima."
"https://dermotin.co/product-category/bez-kategorije","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/product/biomelis","REWRITE (URL ostaje isti)","/product/biomelis","/rs/products/biomelis","200",""
"https://dermotin.co/product/biomelis-kapi","REWRITE (URL ostaje isti)","/product/biomelis-kapi","/rs/products/biomelis-kapi","200",""
"https://dermotin.co/product/bioroid","REWRITE (URL ostaje isti)","/product/bioroid","/rs/products/bioroid","200",""
"https://dermotin.co/product/bioroid-kapi","REWRITE (URL ostaje isti)","/product/bioroid-kapi","/rs/products/bioroid-kapi","200",""
"https://dermotin.co/product/biowart","REWRITE (URL ostaje isti)","/product/biowart","/rs/products/biowart","200",""
"https://dermotin.co/product/fungel","REWRITE (URL ostaje isti)","/product/fungel","/rs/products/fungel","200",""
"https://dermotin.co/product/fungomax","REWRITE (URL ostaje isti)","/product/fungomax","/rs/products/fungomax","200",""
"https://dermotin.co/product/immunis-kapi","REWRITE (URL ostaje isti)","/product/immunis-kapi","/rs/products/immunis-kapi","200",""
"https://dermotin.co/product/set-bioroid-melem-kapi","REWRITE (URL ostaje isti)","/product/set-bioroid-melem-kapi","/rs/products/bioroid-set","200","BIOROID SET postoji u novom RS katalogu."
"https://dermotin.co/reklamacije","REDIRECT 301","/rs/contact","/rs/contact","200",""
"https://dermotin.co/shop","REDIRECT 301","/rs/products","/rs/products","200",""
"https://dermotin.co/terms-and-conditions","REDIRECT 301","/rs","/rs","200","Pravni sadrzaj je na novom sajtu u footer modalima."
"https://dermotin.co/uslovi-koriscenja","REDIRECT 301","/rs","/rs","200","Pravni sadrzaj je na novom sajtu u footer modalima."
"https://dermotin.co/checkouts/biomelis-ba","REDIRECT 301","/bs/checkouts/biomelis","/ba/checkouts/biomelis","200","WordPress Redirection alias."
"https://dermotin.co/checkouts/biowart-ba","REDIRECT 301","/bs/checkouts/biowart","/ba/checkouts/biowart","200","WordPress Redirection alias."
"https://dermotin.co/checkouts/fungel-ba","REDIRECT 301","/bs/checkouts/fungel","/ba/checkouts/fungel","200","WordPress Redirection alias."
"https://dermotin.co/checkouts/krema-protiv-gljivica-lp1","REDIRECT 301 + coupon","/checkouts/fungel-v1?coupon_code=POPUST20","/rs/checkouts/fungel","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/checkouts/ulje-protiv-gljivica","REDIRECT 301 + coupon","/checkouts/fungel-v1?coupon_code=POPUST20","/rs/checkouts/fungel","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/checkouts/v2-ulje-gljivice","REDIRECT 301 + coupon","/checkouts/fungel-v1?coupon_code=POPUST20","/rs/checkouts/fungel","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/checkouts/melem-protiv-psorijaze-i-ekcema","REDIRECT 301 + coupon","/checkouts/biomelis-v2?coupon_code=POPUST20","/rs/checkouts/biomelis","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/checkouts/v2-ekcem-i-psorijaza","REDIRECT 301 + coupon","/checkouts/biomelis-v2?coupon_code=POPUST20","/rs/checkouts/biomelis","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/checkouts/melem-protiv-virusnih-bradavica","REDIRECT 301 + coupon","/checkouts/biowart-v1?coupon_code=POPUST20","/rs/checkouts/biowart","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/checkouts/v2-virusne-bradavice","REDIRECT 301 + coupon","/checkouts/biowart-v1?coupon_code=POPUST20","/rs/checkouts/biowart","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/product/krema-protiv-gljivica","REDIRECT 301 + coupon","/product/fungel?coupon_code=POPUST20","/rs/products/fungel","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/product/ulje-protiv-gljivica","REDIRECT 301 + coupon","/product/fungel?coupon_code=POPUST20","/rs/products/fungel","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/product/melem-protiv-ekcema-i-psorijaze","REDIRECT 301","/product/biomelis","/rs/products/biomelis","200","WordPress Redirection alias."
"https://dermotin.co/product/melem-protiv-virusnih-bradavica","REDIRECT 301 + coupon","/product/biowart?coupon_code=POPUST20","/rs/products/biowart","200","Kupon se dodaje samo ako ga zahtev već nema."
"https://dermotin.co/product/krema-za-lice-od-sluzi-puza","REDIRECT 301","/rs/products","/rs/products","200","Stari proizvod nije u novom katalogu."
"https://dermotin.co/qrkod","REDIRECT 301","/rs","/rs","200","WordPress Redirection alias."
